Val1,Val2
602,11
603,11
604,11
605,11
606,11
607,11
608,11
609,11
610,11
611,11
612,11
613,11
614,11
615,11
616,11
617,11
618,11
619,11
620,11
621,11
622,11
623,12
624,12
625,12
626,12
627,12
628,12
629,12
630,12
631,12
632,12
633,12
634,12
635,12
636,12
637,12
638,12
639,12
640,12
641,12
642,12
643,12
644,12
645,12
646,12
647,12
648,12
649,12
650,12
651,12
652,12
653,12
654,12
655,12
656,12
657,12
658,12
659,12
660,12
661,12
662,12
663,12
664,12
665,12
666,12
667,12
668,12
669,12
670,12
671,12
672,12
673,12
674,12
675,12
676,12
677,12
678,12
679,12
680,12
681,12
682,12
683,13
684,13
685,13
686,13
687,13
688,13
689,13
690,13
691,13
692,13
693,13
694,13
695,13
696,13
697,13
698,13
699,13
700,13
701,13
702,13
703,13
704,13
705,13
706,13
707,13
708,13
709,13
710,13
711,13
712,13
713,13
714,13
715,13
716,13
717,13
718,13
719,13
720,13
721,13
722,13
723,13
724,13
725,13
726,13
727,13
728,13
729,13
730,13
731,13
732,13
733,13
734,13
735,13
736,13
737,13
738,13
739,14
740,14
741,14
742,14
743,14
744,14
745,14
746,14
747,14
748,14
749,14
750,14
751,14
752,14
753,14
754,14
755,14
756,14
757,14
758,14
759,14
760,14
761,14
762,14
763,14
764,14
765,14
766,14
767,14
768,14
769,14
770,14
771,14
772,14
773,14
774,14
775,14
776,14
777,14
778,14
779,14
780,14
781,14
782,14
783,14
784,14
785,14
786,14
787,14
788,14
789,14
790,14
791,14
792,14
793,14
794,14
795,14
796,14
797,14
798,15
799,15
800,15
801,15
802,15
803,15
804,15
805,15
806,15
807,15
808,15
809,15
810,15
811,15
812,15
813,15
814,15
815,15
816,15
817,15
818,15
819,15
820,15
821,15
822,15
823,15
824,15
825,15
826,15
827,15
828,15
829,15
830,15
831,15
832,15
833,15
834,15
835,15
836,15
837,15
838,15
839,15
840,15
841,15
842,15
843,15
844,15
845,15
846,15
847,15
848,15
849,15
850,15
851,15
852,15
853,15
854,15
855,15
856,15
857,15
858,16
859,16
860,16
861,16
862,16
863,16
864,16
865,16
866,16
867,16
868,16
869,16
870,16
871,16
872,16
873,16
874,16
875,16
876,16
877,16
878,16
879,16
880,16
881,16
882,16
883,16
884,16
885,16
886,16
887,16
888,16
889,16
890,16
891,16
892,16
893,16
894,16
895,16
896,16
897,16
898,16
899,16
900,16
901,16
902,16
903,16
904,16
905,16
906,16
907,16
908,16
909,16
910,16
911,16
912,16
913,16
914,16
915,16
916,16
917,17
918,17
919,17
920,17
921,17
922,17
923,17
924,17
925,17
926,17
927,17
928,17
929,17
930,17
931,17
932,17
933,17
934,17
935,17
936,17
937,17
938,17
939,17
940,17
941,17
942,17
943,17
944,17
945,17
946,17
947,17
948,17
949,17
950,17
951,17
952,17
953,17
954,17
955,17
956,17
957,17
958,17
959,17
960,17
961,17
962,17
963,17
964,17
965,17
966,17
967,17
968,17
969,17
970,17
971,17
972,17
973,17
974,17
975,17
976,17
977,18
978,18
979,18
980,18
981,18
982,18
983,18
984,18
985,18
986,18
987,18
988,18
989,18
990,18
991,18
992,18
993,18
994,18
995,18
996,18
997,18
998,18
999,18
1000,18
1001,18
1002,18
1003,18
1004,18
1005,18
1006,18
1007,18
1008,18
1009,18
1010,18
1011,18
1012,18
1013,18
1014,18
1015,18
1016,18
1017,18
1018,18
1019,18
1020,18
1021,18
1022,18
1023,18
1024,18
1025,18
1026,18
1027,18
1028,18
1029,18
1030,18
1031,18
1032,18
1033,18
1034,18
1035,18
1036,18
1037,19
1038,19
1039,19
1040,19
1041,19
1042,19
1043,19
1044,19
1045,19
1046,19
1047,19
1048,19
1049,19
1050,19
1051,19
1052,19
1053,19
1054,19
1055,19
1056,19
1057,19
1058,19
1059,19
1060,19
1061,19
1062,19
1063,19
1064,19
1065,19
1066,19
1067,19
1068,19
1069,19
1070,19
1071,19
1072,19
1073,19
1074,19
1075,19
1076,19
1077,19
1078,19
1079,19
1080,19
1081,19
1082,19
1083,19
1084,19
1085,19
1086,19
1087,19
1088,19
1089,19
1090,19
1091,19
1092,19
1093,19
1094,19
1095,19
1096,20
1097,20
1098,20
1099,20
1100,20
1101,20
1102,20
1103,20
1104,20
1105,20
1106,20
1107,20
1108,20
1109,20
1110,20
1111,20
1112,20
1113,20
1114,20
1115,20
1116,20
1117,20
1118,20
1119,20
1120,20
1121,20
1122,20
1123,20
1124,20
1125,20
1126,20
1127,20
1128,20
1129,20
1130,20
1131,20
1132,20
1133,20
1134,20
1135,20
1136,20
1137,20
1138,20
1139,20
1140,20
1141,20
1142,20
1143,20
1144,20
1145,20
1146,20
1147,20
1148,20
1149,20
1150,20
1151,20
1152,20
1153,20
1154,20
1155,21
1156,21
1157,21
1158,21
1159,21
1160,21
1161,21
1162,21
1163,21
1164,21
1165,21
1166,21
1167,21
1168,21
1169,21
1170,21
1171,21
1172,21
1173,21
1174,21
1175,21
1176,21
1177,21
1178,21
1179,21
1180,21
1181,21
1182,21
1183,21
1184,21
1185,21
1186,21
1187,21
1188,21
1189,21
1190,21
1191,21
1192,21
1193,21
1194,21
1195,21
1196,21
1197,21
1198,21
1199,21
1200,21
1201,21
1202,21
1203,21
1204,21
1205,21
1206,21
1207,21
1208,21
1209,21
1210,21
1211,21
1212,21
1213,21
1214,21
1215,22
1216,22
1217,22
1218,22
1219,22
1220,22
1221,22
1222,22
1223,22
1224,22
1225,22
1226,22
1227,22
1228,22
1229,22
1230,22
1231,22
1232,22
1233,22
1234,22
1235,22
1236,22
1237,22
1238,22
1239,22
1240,22
1241,22
1242,22
1243,22
1244,22
1245,22
1246,22
1247,22
1248,22
1249,22
1250,22
1251,22
1252,22
1253,22
1254,22
1255,22
1256,22
1257,22
1258,22
1259,22
1260,22
1261,22
1262,22
1263,22
1264,22
1265,22
1266,22
1267,22
1268,22
1269,22
1270,22
1271,22
1272,22
1273,22
1274,22
1275,23
1276,23
1277,23
1278,23
1279,23
1280,23
1281,23
1282,23
1283,23
1284,23
1285,23
1286,23
1287,23
1288,23
1289,23
1290,23
1291,23
1292,23
1293,23
1294,23
1295,23
1296,23
1297,23
1298,23
1299,23
1300,23
1301,23
1302,23
1303,23
1304,23
1305,23
1306,23
1307,23
1308,23
1309,23
1310,23
1311,23
1312,23
1313,23
1314,23
1315,23
1316,23
1317,23
1318,23
1319,23
1320,23
1321,23
1322,23
1323,23
1324,23
1325,23
1326,23
1327,23
1328,23
1329,23
1330,23
1331,23
1332,23
1333,23
1334,23
1335,24
1336,24
1337,24
1338,24
1339,24
1340,24
1341,24
1342,24
1343,24
1344,24
1345,24
1346,24
1347,24
1348,24
1349,24
1350,24
1351,24
1352,24
1353,24
1354,24
1355,24
1356,24
1357,24
1358,24
1359,24
1360,24
1361,24
1362,24
1363,24
1364,24
1365,24
1366,24
1367,24
1368,24
1369,24
1370,24
1371,24
1372,24
1373,24
1374,24
1375,24
1376,24
1377,24
1378,24
1379,24
1380,24
1381,24
1382,24
1383,24
1384,24
1385,24
1386,24
1387,24
1388,24
1389,24
1390,24
1391,24
1392,24
1393,24
1394,24
1395,25
1396,25
1397,25
1398,25
1399,25
1400,25
1401,25
1402,25
1403,25
1404,25
1405,25
1406,25
1407,25
1408,25
1409,25
1410,25
1411,25
1412,25
1413,25
1414,25
1415,25
1416,25
1417,25
1418,25
1419,25
1420,25
1421,25
1422,25
1423,25
1424,25
1425,25
1426,25
1427,25
1428,25
1429,25
1430,25
1431,25
1432,25
1433,25
1434,25
1435,25
1436,25
1437,25
1438,25
1439,25
1440,25
1441,25
1442,25
1443,25
1444,25
1445,25
1446,25
1447,25
1448,25
1449,25
1450,25
1451,25
1452,25
1453,25
1454,25
1455,26
1456,26
1457,26
1458,26
1459,26
1460,26
1461,26
1462,26
1463,26
1464,26
1465,26
1466,26
1467,26
1468,26
1469,26
1470,26
1471,26
1472,26
1473,26
1474,26
1475,26
1476,26
1477,26
1478,26
1479,26
1480,26
1481,26
1482,26
1483,26
1484,26
1485,26
1486,26
1487,26
1488,26
1489,26
1490,26
1491,26
1492,26
1493,26
1494,26
1495,26
1496,26
1497,26
1498,26
1499,26
1500,26
1501,26
1502,26
1503,26
1504,26
1505,26
1506,26
1507,26
1508,26
1509,26
1510,26
1511,26
1512,26
1513,26
1514,26
1515,27
1516,27
1517,27
1518,27
1519,27
1520,27
1521,27
1522,27
1523,27
1524,27
1525,27
1526,27
1527,27
1528,27
1529,27
1530,27
1531,27
1532,27
1533,27
1534,27
1535,27
1536,27
1537,27
1538,27
1539,27
1540,27
1541,27
1542,27
1543,27
1544,27
1545,27
1546,27
1547,27
1548,27
1549,27
1550,27
1551,27
1552,27
1553,27
1554,27
1555,27
1556,27
1557,27
1558,27
1559,27
1560,27
1561,27
1562,27
1563,27
1564,27
1565,27
1566,27
1567,27
1568,27
1569,27
1570,27
1571,27
1572,27
1573,27
1574,27
1575,28
1576,28
1577,28
1578,28
1579,28
1580,28
1581,28
1582,28
1583,28
1584,28
1585,28
1586,28
1587,28
1588,28
1589,28
1590,28
1591,28
1592,28
1593,28
1594,28
1595,28
1596,28
1597,28
1598,28
1599,28
1600,28
1601,28
1602,28
1603,28
1604,28
1605,28
1606,28
1607,28
1608,28
1609,28
1610,28
1611,28
1612,28
1613,28
1614,28
1615,28
1616,28
1617,28
1618,28
1619,28
1620,28
1621,28
1622,28
1623,28
1624,28
1625,28
1626,28
1627,28
1628,28
1629,28
1630,28
1631,28
1632,28
1633,28
1634,28
1635,29
1636,29
1637,29
1638,29
1639,29
1640,29
1641,29
1642,29
1643,29
1644,29
1645,29
1646,29
1647,29
1648,29
1649,29
1650,29
1651,29
1652,29
1653,29
1654,29
1655,29
1656,29
1657,29
1658,29
1659,29
1660,29
1661,29
1662,29
1663,29
1664,29
1665,29
1666,29
1667,29
1668,29
1669,29
1670,29
1671,29
1672,29
1673,29
1674,29
1675,29
1676,29
1677,29
1678,29
1679,29
1680,29
1681,29
1682,29
1683,29
1684,29
1685,29
1686,29
1687,29
1688,29
1689,29
1690,29
1691,29
1692,29
1693,29
1694,29
1695,30
1696,30
1697,30
1698,30
1699,30
1700,30
1701,30
1702,30
1703,30
1704,30
1705,30
1706,30
1707,30
1708,30
1709,30
1710,30
1711,30
1712,30
1713,30
1714,30
1715,30
1716,30
1717,30
1718,30
1719,30
1720,30
1721,30
1722,30
1723,30
1724,30
1725,30
1726,30
1727,30
1728,30
1729,30
1730,30
1731,30
1732,30
1733,30
1734,30
1735,30
1736,30
1737,30
1738,30
1739,30
1740,30
1741,30
1742,30
1743,30
1744,30
1745,30
1746,30
1747,30
1748,30
1749,30
1750,30
1751,30
1752,30
1753,31
1754,31
1755,31
1756,31
1757,31
1758,31
1759,31
1760,31
1761,31
1762,31
1763,31
1764,31
1765,31
1766,31
1767,31
1768,31
1769,31
1770,31
1771,31
1772,31
1773,31
1774,31
1775,31
1776,31
1777,31
1778,31
1779,31
1780,31
1781,31
1782,31
1783,31
1784,31
1785,31
1786,31
1787,31
1788,31
1789,31
1790,31
1791,31
1792,31
1793,31
1794,31
1795,31
1796,31
1797,31
1798,31
1799,31
1800,31
1801,31
1802,31
1803,31
1804,31
1805,31
1806,31
1807,31
1808,31
1809,31
1810,31
1811,31
1812,31
1813,32
1814,32
1815,32
1816,32
1817,32
1818,32
1819,32
1820,32
1821,32
1822,32
1823,32
1824,32
1825,32
1826,32
1827,32
1828,32
1829,32
1830,32
1831,32
1832,32
1833,32
1834,32
1835,32
1836,32
1837,32
1838,32
1839,32
1840,32
1841,32
1842,32
1843,32
1844,32
1845,32
1846,32
1847,32
1848,32
1849,32
1850,32
1851,32
1852,32
1853,32
1854,32
1855,32
1856,32
1857,32
1858,32
1859,32
1860,32
1861,32
1862,32
1863,32
1864,32
1865,32
1866,32
1867,32
1868,32
1869,32
1870,32
1871,32
1872,32
1873,33
1874,33
1875,33
1876,33
1877,33
1878,33
1879,33
1880,33
1881,33
1882,33
1883,33
1884,33
1885,33
1886,33
1887,33
1888,33
1889,33
1890,33
1891,33
1892,33
1893,33
1894,33
1895,33
1896,33
1897,33
1898,33
1899,33
1900,33
1901,33
1902,33
1903,33
1904,33
1905,33
1906,33
1907,33
1908,33
1909,33
1910,33
1911,33
1912,33
1913,33
1914,33
1915,33
1916,33
1917,33
1918,33
1919,33
1920,33
1921,33
1922,33
1923,33
1924,33
1925,33
1926,33
1927,33
1928,33
1929,33
1930,33
1931,33
1932,33
1933,34
1934,34
1935,34
1936,34
1937,34
1938,34
1939,34
1940,34
1941,34
1942,34
1943,34
1944,34
1945,34
1946,34
1947,34
1948,34
1949,34
1950,34
1951,34
1952,34
1953,34
1954,34
1955,34
1956,34
1957,34
1958,34
1959,34
1960,34
1961,34
1962,34
1963,34
1964,34
1965,34
1966,34
1967,34
1968,34
1969,34
1970,34
1971,34
1972,34
1973,34
1974,34
1975,34
1976,34
1977,34
1978,34
1979,34
1980,34
1981,34
1982,34
1983,34
1984,34
1985,34
1986,34
1987,34
1988,34
1989,34
1990,34
1991,34
1992,34
1993,35
1994,35
1995,35
1996,35
1997,35
1998,35
1999,35
2000,35
2001,35
2002,35
2003,35
2004,35
2005,35
2006,35
2007,35
2008,35
2009,35
2010,35
2011,35
2012,35
2013,35
2014,35
2015,35
2016,35
2017,35
2018,35
2019,35
2020,35
2021,35
2022,35
2023,35
2024,35
2025,35
2026,35
2027,35
2028,35
2029,35
2030,35
2031,35
2032,35
2033,35
2034,35
2035,35
2036,35
2037,35
2038,35
2039,35
2040,35
2041,35
2042,35
2043,35
2044,35
2045,35
2046,35
2047,35
2048,35
2049,35
2050,35
2051,35
2052,35
2053,36
2054,36
2055,36
2056,36
2057,36
2058,36
2059,36
2060,36
2061,36
2062,36
2063,36
2064,36
2065,36
2066,36
2067,36
2068,36
2069,36
2070,36
2071,36
2072,36
2073,36
2074,36
2075,36
2076,36
2077,36
2078,36
2079,36
2080,36
2081,36
2082,36
2083,36
2084,36
2085,36
2086,36
2087,36
2088,36
2089,36
2090,36
2091,36
2092,36
2093,36
2094,36
2095,36
2096,36
2097,36
2098,36
2099,36
2100,36
2101,36
2102,36
2103,36
2104,36
2105,36
2106,36
2107,36
2108,36
2109,36
2110,36
2111,36
2112,36
2113,37
2114,37
2115,37
2116,37
2117,37
2118,37
2119,37
2120,37
2121,37
2122,37
2123,37
2124,37
2125,37
2126,37
2127,37
2128,37
2129,37
2130,37
2131,37
2132,37
2133,37
2134,37
2135,37
2136,37
2137,37
2138,37
2139,37
2140,37
2141,37
2142,37
2143,37
2144,37
2145,37
2146,37
2147,37
2148,37
2149,37
2150,37
2151,37
2152,37
2153,37
2154,37
2155,37
2156,37
2157,37
2158,37
2159,37
2160,37
2161,37
2162,37
2163,37
2164,37
2165,37
2166,37
2167,37
2168,37
2169,37
2170,37
2171,37
2172,37
2173,38
2174,38
2175,38
2176,38
2177,38
2178,38
2179,38
2180,38
2181,38
2182,38
2183,38
2184,38
2185,38
2186,38
2187,38
2188,38
2189,38
2190,38
2191,38
2192,38
2193,38
2194,38
2195,38
2196,38
2197,38
2198,38
2199,38
2200,38
2201,38
2202,38
2203,38
2204,38
2205,38
2206,38
2207,38
2208,38
2209,38
2210,38
2211,38
2212,38
2213,38
2214,38
2215,38
2216,38
2217,38
2218,38
2219,38
2220,38
2221,38
2222,38
2223,38
2224,38
2225,38
2226,38
2227,38
2228,38
2229,38
2230,38
2231,38
2232,39
2233,39
2234,39
2235,39
2236,39
2237,39
2238,39
2239,39
2240,39
2241,39
2242,39
2243,39
2244,39
2245,39
2246,39
2247,39
2248,39
2249,39
2250,39
2251,39
2252,39
2253,39
2254,39
2255,39
2256,39
2257,39
2258,39
2259,39
2260,39
2261,39
2262,39
2263,39
2264,39
2265,39
2266,39
2267,39
2268,39
2269,39
2270,39
2271,39
2272,39
2273,39
2274,39
2275,39
2276,39
2277,39
2278,39
2279,39
2280,39
2281,39
2282,39
2283,39
2284,39
2285,39
2286,39
2287,39
2288,39
2289,39
2290,39
2291,39
2292,40
2293,40
2294,40
2295,40
2296,40
2297,40
2298,40
2299,40
2300,40
2301,40
2302,40
2303,40
2304,40
2305,40
2306,40
2307,40
2308,40
2309,40
2310,40
2311,40
2312,40
2313,40
2314,40
2315,40
2316,40
2317,40
2318,40
2319,40
2320,40
2321,40
2322,40
2323,40
2324,40
2325,40
2326,40
2327,40
2328,40
2329,40
2330,40
2331,40
2332,40
2333,40
2334,40
2335,40
2336,40
2337,40
2338,40
2339,40
2340,40
2341,40
2342,40
2343,40
2344,40
2345,40
2346,40
2347,40
2348,40
2349,40
2350,40
2351,40
2352,41
2353,41
2354,41
2355,41
2356,41
2357,41
2358,41
2359,41
2360,41
2361,41
2362,41
2363,41
2364,41
2365,41
2366,41
2367,41
2368,41
2369,41
2370,41
2371,41
2372,41
2373,41
2374,41
2375,41
2376,41
2377,41
2378,41
2379,41
2380,41
2381,41
2382,41
2383,41
2384,41
2385,41
2386,41
2387,41
2388,41
2389,41
2390,41
2391,41
2392,41
2393,41
2394,41
2395,41
2396,41
2397,41
2398,41
2399,41
2400,41
2401,41
2402,41
2403,41
2404,41
2405,42
2406,42
2407,42
2408,42
2409,42
2410,42
2411,42
2412,42
2413,42
2414,42
2415,42
2416,42
2417,42
2418,42
2419,42
2420,42
2421,42
2422,42
2423,42
2424,42
2425,42
2426,42
2427,42
2428,42
2429,42
2430,42
2431,42
2432,42
2433,42
2434,42
2435,42
2436,42
2437,42
2438,42
2439,42
2440,42
2441,42
2442,42
2443,42
2444,42
2445,42
2446,42
2447,42
2448,42
2449,42
2450,42
2451,42
2452,42
2453,42
2454,42
2455,42
2456,42
2457,42
2458,42
2459,42
2460,42
2461,42
2462,42
2463,42
2464,42
2465,43
2466,43
2467,43
2468,43
2469,43
2470,43
2471,43
2472,43
2473,43
2474,43
2475,43
2476,43
2477,43
2478,43
2479,43
2480,43
2481,43
2482,43
2483,43
2484,43
2485,43
2486,43
2487,43
2488,43
2489,43
2490,43
2491,43
2492,43
2493,43
2494,43
2495,43
2496,43
2497,43
2498,43
2499,43
2500,43
2501,43
2502,43
2503,43
2504,43
2505,43
2506,43
2507,43
2508,43
2509,43
2510,43
2511,43
2512,43
2513,43
2514,43
2515,43
2516,43
2517,43
2518,43
2519,43
2520,43
2521,43
2522,43
2523,43
2524,43
2525,44
2526,44
2527,44
2528,44
2529,44
2530,44
2531,44
2532,44
2533,44
2534,44
2535,44
2536,44
2537,44
2538,44
2539,44
2540,44
2541,44
2542,44
2543,44
2544,44
2545,44
2546,44
2547,44
2548,44
2549,44
2550,44
2551,44
2552,44
2553,44
2554,44
2555,44
2556,44
2557,44
2558,44
2559,44
2560,44
2561,44
2562,44
2563,44
2564,44
2565,44
2566,44
2567,44
2568,44
2569,44
2570,44
2571,44
2572,44
2573,44
2574,44
2575,44
2576,44
2577,44
2578,44
2579,44
2580,44
2581,44
2582,44
2583,44
2584,44
2585,45
2586,45
2587,45
2588,45
2589,45
2590,45
2591,45
2592,45
2593,45
2594,45
2595,45
2596,45
2597,45
2598,45
2599,45
2600,45
2601,45
2602,45
2603,45
2604,45
2605,45
2606,45
2607,45
2608,45
2609,45
2610,45
2611,45
2612,45
2613,45
2614,45
2615,45
2616,45
2617,45
2618,45
2619,45
2620,45
2621,45
2622,45
2623,45
2624,45
2625,45
2626,45
2627,45
2628,45
2629,45
2630,45
2631,45
2632,45
2633,45
2634,45
2635,45
2636,45
2637,45
2638,45
2639,45
2640,45
2641,45
2642,45
2643,45
2644,45
2645,46
2646,46
2647,46
2648,46
2649,46
2650,46
2651,46
2652,46
2653,46
2654,46
2655,46
2656,46
2657,46
2658,46
2659,46
2660,46
2661,46
2662,46
2663,46
2664,46
2665,46
2666,46
2667,46
2668,46
2669,46
2670,46
2671,46
2672,46
2673,46
2674,46
2675,46
2676,46
2677,46
2678,46
2679,46
2680,46
2681,46
2682,46
2683,46
2684,46
2685,46
2686,46
2687,46
2688,46
2689,46
2690,46
2691,46
2692,46
2693,46
2694,46
2695,46
2696,46
2697,46
2698,46
2699,46
2700,46
2701,46
2702,46
2703,46
2704,46
2705,47
2706,47
2707,47
2708,47
2709,47
2710,47
2711,47
2712,47
2713,47
2714,47
2715,47
2716,47
2717,47
2718,47
2719,47
2720,47
2721,47
2722,47
2723,47
2724,47
2725,47
2726,47
2727,47
2728,47
2729,47
2730,47
2731,47
2732,47
2733,47
2734,47
2735,47
2736,47
2737,47
2738,47
2739,47
2740,47
2741,47
2742,47
2743,47
2744,47
2745,47
2746,47
2747,47
2748,47
2749,47
2750,47
2751,47
2752,47
2753,47
2754,47
2755,47
2756,47
2757,47
2758,47
2759,47
2760,47
2761,47
2762,47
2763,47
2764,47
2765,48
2766,48
2767,48
2768,48
2769,48
2770,48
2771,48
2772,48
2773,48
2774,48
2775,48
2776,48
2777,48
2778,48
2779,48
2780,48
2781,48
2782,48
2783,48
2784,48
2785,48
2786,48
2787,48
2788,48
2789,48
2790,48
2791,48
2792,48
2793,48
2794,48
2795,48
2796,48
2797,48
2798,48
2799,48
2800,48
2801,48
2802,48
2803,48
2804,48
2805,48
2806,48
2807,48
2808,48
2809,48
2810,48
2811,48
2812,48
2813,48
2814,48
2815,48
2816,48
2817,48
2818,48
2819,48
2820,48
2821,48
2822,48
2823,48
2824,48
2825,49
2826,49
2827,49
2828,49
2829,49
2830,49
2831,49
2832,49
2833,49
2834,49
2835,49
2836,49
2837,49
2838,49
2839,49
2840,49
2841,49
2842,49
2843,49
2844,49
2845,49
2846,49
2847,49
2848,49
2849,49
2850,49
2851,49
2852,49
2853,49
2854,49
2855,49
2856,49
2857,49
2858,49
2859,49
2860,49
2861,49
2862,49
2863,49
2864,49
2865,49
2866,49
2867,49
2868,49
2869,49
2870,49
2871,49
2872,49
2873,49
2874,49
2875,49
2876,49
2877,49
2878,49
2879,49
2880,49
2881,49
2882,49
2883,49
2884,49
2885,50
2886,50
2887,50
2888,50
2889,50
2890,50
2891,50
2892,50
2893,50
2894,50
2895,50
2896,50
2897,50
2898,50
2899,50
2900,50
2901,50
2902,50
2903,50
2904,50
2905,50
2906,50
2907,50
2908,50
2909,50
2910,50
2911,50
2912,50
2913,50
2914,50
2915,50
2916,50
2917,50
2918,50
2919,50
2920,50
2921,50
2922,50
2923,50
2924,50
2925,50
2926,50
2927,50
2928,50
2929,50
2930,50
2931,50
2932,50
2933,50
2934,50
2935,50
2936,50
2937,50
2938,50
2939,50
2940,50
2941,50
2942,50
2943,50
2944,50
2945,51
2946,51
2947,51
2948,51
2949,51
2950,51
2951,51
2952,51
2953,51
2954,51
2955,51
2956,51
2957,51
2958,51
2959,51
2960,51
2961,51
2962,51
2963,51
2964,51
2965,51
2966,51
2967,51
2968,51
2969,51
2970,51
2971,51
2972,51
2973,51
2974,51
2975,51
2976,51
2977,51
2978,51
2979,51
2980,51
2981,51
2982,51
2983,51
2984,51
2985,51
2986,51
2987,51
2988,51
2989,51
2990,51
2991,51
2992,51
2993,51
2994,51
2995,51
2996,51
